gene_id,s1.c2,s10.c2,s11.c2,s12.c2,s2.c2,s3.c2,s4.c2,s5.c2,s6.c2,s7.c2,s8.c2,s9.c2
Rprd1b,1419,1564,1415,966,1131,957,1188,1320,1407,1029,1869,1429
Bmyc,639,655,544,482,569,470,470,379,368,314,529,695
Trpc4ap,4084,4413,3942,3337,3839,3284,3599,4036,4634,3077,6721,4530
Zc3h8,73,98,105,55,74,72,81,69,101,64,154,87
1810024B03Rik,0,5,0,0,2,0,0,0,0,0,0,0
Pfdn4,216,331,246,206,213,176,169,250,342,227,410,267
Sohlh1,0,3,0,0,0,0,0,0,0,0,0,0
Zc3h6,530,828,597,467,364,425,370,327,320,327,515,718
Gm711,0,4,4,0,0,0,0,0,0,0,0,3
Kcnb1,2635,2450,1927,1460,2419,1720,2117,1397,1385,1132,2265,2438
Ndor1,1379,1492,1276,1202,1124,999,1011,1094,1089,758,1821,1480
Wfdc6a,15,0,8,5,11,5,0,9,0,0,9,7
Wfdc6b,0,0,8,0,0,0,2,4,0,0,8,0
4930430A15Rik,0,0,0,0,0,0,0,0,0,0,0,0
Kcnt1,0,0,0,0,2,0,2,0,0,2,3,0
Arfrp1,1182,1366,1102,954,1018,866,956,809,841,561,1411,1238
Tmem210,0,0,0,0,0,0,0,0,0,0,0,0
B230312C02Rik,0,0,0,0,0,0,0,0,0,0,0,0
Chchd5,173,238,174,157,152,169,140,191,232,180,276,227
Clp1,300,454,412,311,317,297,371,336,298,229,442,449
Lmo2,306,644,514,723,489,529,556,428,416,323,597,726
Mir467b,0,0,0,0,0,0,0,0,0,0,0,0
Atrn,2642,2665,2510,1793,2154,2087,2426,2166,2421,1677,3709,2766
Bpifb9b,0,0,0,0,0,0,0,0,0,0,0,0
Bpifb9a,0,0,0,0,0,0,0,0,0,0,0,0
Knstrn,29,51,46,30,28,24,48,414,674,323,593,42
Meig1,0,0,0,0,0,0,0,0,0,0,0,0
Noxa1,0,0,0,0,0,0,0,0,0,0,0,0
Pin1rt1,157,163,132,120,146,118,155,172,215,142,273,173
Ppp6c,778,910,688,545,702,649,736,887,1030,706,1370,834
Ivd,3849,4442,3284,2511,2723,2773,2233,2721,2442,1671,3762,4131
Samhd1,3519,3648,3102,2717,3108,2729,3354,4752,5609,4960,11805,3597
St8sia6,4,16,5,4,0,6,0,8,5,5,4,17
Slc38a11,0,0,0,0,0,0,0,0,0,0,0,0
Tanc1,2504,2602,2282,1643,1844,1740,1883,2307,2464,1934,3876,2623
Itpka,21,41,22,21,18,14,16,26,15,3,26,36
Itih2,211,267,305,246,299,281,344,117,131,97,136,322
Itih5,1334,3016,2384,2765,2063,2087,2343,1688,2204,1142,1463,3548
4930545L23Rik,0,0,0,0,0,0,0,0,0,0,0,0
Nelfcd,895,1045,751,680,749,614,773,880,1106,717,1503,975
Psmd14,882,1229,907,669,863,673,923,1348,1630,1185,2410,997
Dolpp1,439,422,373,336,406,313,383,418,476,305,604,421
Neurod1,0,0,0,0,0,0,0,0,0,0,0,0
Thnsl1,137,223,153,113,138,129,115,130,131,102,143,157
Olfr152,0,0,0,0,0,0,0,0,0,0,0,0
Olfr153,0,0,0,0,0,0,0,0,0,0,0,0
Lcmt2,897,1229,739,671,650,849,913,574,504,331,720,915
Olfr154,0,0,0,0,0,0,0,0,0,0,0,0
Lmx1b,0,0,0,0,0,0,0,0,0,0,0,0
Defb45,0,0,0,0,0,0,0,0,0,0,0,0
Rnd3,3261,4454,3445,2505,2843,2875,3363,3243,3125,2804,5379,3745
Mapkbp1,1125,1399,1033,1070,1078,899,1088,1020,1349,900,1891,1212
Cass4,1896,1631,1284,958,1106,1135,1290,1288,1112,769,1884,1773
Ppp2r4,3349,3931,3327,2569,2872,2454,2779,3740,4309,2638,5774,3730
Swi5,2521,3564,2838,2069,1587,1546,2504,2228,2650,1590,4468,2080
Pomt1,1573,1726,1370,1131,1376,1072,1294,1147,1205,661,1668,1604
Bmp7,410,474,413,357,357,402,307,288,215,133,331,586
Qser1,1334,1592,1303,1090,1353,1280,1461,1431,1672,1126,2111,1518
Gm14204,0,0,0,0,0,0,0,0,0,0,0,0
Bmp2,198,327,257,305,223,249,220,148,148,88,230,364
Gm14207,0,0,0,0,0,0,0,0,0,0,0,0
Il1bos,0,0,0,0,0,0,0,0,0,0,0,0
Rxra,4479,4106,3925,3067,3579,3274,3609,3476,3946,2699,5707,4400
1110008F13Rik,972,1124,869,764,861,760,952,1229,1415,847,1968,1040
9030204H09Rik,0,0,0,0,0,0,0,0,0,0,0,0
Tmem141,87,136,114,79,107,75,89,130,126,74,161,112
Chst1,499,688,532,436,370,392,353,460,416,199,487,803
Baz2b,2345,2648,2218,1786,1980,1777,2078,1738,1705,1453,3146,2634
