Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	Genomic Location (Transcript)	Genomic Sequence ID	Chromosome
LmxM.07.0475	LmxM.07.0475.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.07:206,610..207,089(+)	hypothetical protein, conserved	LmxM.07:206610..207089(+)	LmxM.07	7
LmxM.07.0480	LmxM.07.0480.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.07:207,284..221,905(+)	Dynein heavy chain, N-terminal region 2, putative	LmxM.07:207284..221905(+)	LmxM.07	7
LmxM.07.0490	LmxM.07.0490.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.07:223,395..224,585(+)	hypothetical protein, conserved	LmxM.07:223395..224585(+)	LmxM.07	7
LmxM.07.0520	LmxM.07.0520.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.07:230,892..231,602(+)	QA-SNARE protein putative	LmxM.07:230892..231602(+)	LmxM.07	7
LmxM.07.0530	LmxM.07.0530.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.07:234,777..235,871(+)	adp/ATP carrier-like protein	LmxM.07:234777..235871(+)	LmxM.07	7
LmxM.07.0540	LmxM.07.0540.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.07:238,878..241,100(+)	hypothetical protein, conserved	LmxM.07:238878..241100(+)	LmxM.07	7
LmxM.07.0570	LmxM.07.0570.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.07:255,899..257,305(+)	Nucleolar protein 54, putative	LmxM.07:255899..257305(+)	LmxM.07	7
LmxM.07.0580	LmxM.07.0580.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.07:258,851..262,456(+)	Molybdopterin guanine dinucleotide synthesis protein B, putative	LmxM.07:258851..262456(+)	LmxM.07	7
LmxM.07.0590	LmxM.07.0590.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.07:263,649..268,451(+)	Sel1 repeat, putative	LmxM.07:263649..268451(+)	LmxM.07	7
LmxM.07.0610	LmxM.07.0610.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.07:272,803..273,390(+)	hypothetical protein, conserved	LmxM.07:272803..273390(+)	LmxM.07	7
LmxM.07.0615	LmxM.07.0615.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.07:274,267..275,034(+)	hypothetical protein, conserved	LmxM.07:274267..275034(+)	LmxM.07	7
LmxM.07.0620	LmxM.07.0620.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.07:276,043..277,521(+)	hypothetical protein, conserved	LmxM.07:276043..277521(+)	LmxM.07	7
LmxM.07.0630	LmxM.07.0630.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.07:279,066..282,380(+)	vacuolar-type Ca2+-ATPase, putative	LmxM.07:279066..282380(+)	LmxM.07	7
LmxM.07.0640	LmxM.07.0640.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.07:284,176..285,183(+)	eukaryotic translation initiation factor 3 subunit h	LmxM.07:284176..285183(+)	LmxM.07	7
LmxM.07.0650	LmxM.07.0650.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.07:286,595..289,954(+)	vacuolar-type Ca2+-ATPase, putative	LmxM.07:286595..289954(+)	LmxM.07	7
LmxM.07.0660	LmxM.07.0660.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.07:293,935..295,497(+)	hypothetical protein, conserved	LmxM.07:293935..295497(+)	LmxM.07	7
LmxM.07.0670	LmxM.07.0670.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.07:296,845..297,354(+)	Qa-SNARE protein, putative	LmxM.07:296845..297354(+)	LmxM.07	7
LmxM.07.0715	LmxM.07.0715.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.07:313,533..315,275(+)	hypothetical protein	LmxM.07:313533..315275(+)	LmxM.07	7
LmxM.07.0720	LmxM.07.0720.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.07:317,196..320,975(+)	hypothetical protein, conserved	LmxM.07:317196..320975(+)	LmxM.07	7
LmxM.07.0730	LmxM.07.0730.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.07:321,946..324,330(+)	malonyl-coa decarboxylase-like protein	LmxM.07:321946..324330(+)	LmxM.07	7
LmxM.07.0740	LmxM.07.0740.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.07:324,959..336,391(+)	hypothetical protein, conserved	LmxM.07:324959..336391(+)	LmxM.07	7
LmxM.07.0743	LmxM.07.0743.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.07:337,716..338,168(+)	protein phosphatase inhibitor, putative	LmxM.07:337716..338168(+)	LmxM.07	7
LmxM.07.0750	LmxM.07.0750.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.07:340,471..341,358(+)	hypothetical protein, conserved	LmxM.07:340471..341358(+)	LmxM.07	7
LmxM.07.0770	LmxM.07.0770.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.07:349,915..351,138(+)	DNAJ-domain transmembrane-like protein	LmxM.07:349915..351138(+)	LmxM.07	7
LmxM.07.0780	LmxM.07.0780.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.07:354,294..355,193(+)	hypothetical protein, conserved	LmxM.07:354294..355193(+)	LmxM.07	7
LmxM.07.0790	LmxM.07.0790.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.07:355,996..356,859(+)	hypothetical protein, conserved	LmxM.07:355996..356859(+)	LmxM.07	7
LmxM.07.0800	LmxM.07.0800.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.07:358,307..360,325(+)	flavoprotein subunit-like protein	LmxM.07:358307..360325(+)	LmxM.07	7
LmxM.07.0805	LmxM.07.0805.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.07:364,772..366,565(+)	phosphoacetylglucosamine mutase-like protein	LmxM.07:364772..366565(+)	LmxM.07	7
LmxM.07.0810	LmxM.07.0810.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.07:367,759..368,178(+)	cytochrome b5-like protein	LmxM.07:367759..368178(+)	LmxM.07	7
LmxM.07.0830	LmxM.07.0830.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.07:370,812..378,005(+)	hypothetical protein, conserved	LmxM.07:370812..378005(+)	LmxM.07	7
LmxM.07.0831	LmxM.07.0831.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.07:384,617..390,580(+)	hypothetical protein, conserved	LmxM.07:384617..390580(+)	LmxM.07	7
LmxM.07.0840	LmxM.07.0840.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.07:395,329..399,060(+)	hypothetical protein, conserved	LmxM.07:395329..399060(+)	LmxM.07	7
LmxM.07.0850	LmxM.07.0850.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.07:402,744..403,292(+)	ubiquitin-conjugating enzyme E2, putative	LmxM.07:402744..403292(+)	LmxM.07	7
LmxM.07.0860	LmxM.07.0860.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.07:413,315..417,649(+)	hypothetical protein, unknown function	LmxM.07:413315..417649(+)	LmxM.07	7
LmxM.07.0870	LmxM.07.0870.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.07:419,404..420,522(+)	splicing factor ptsr1-like protein	LmxM.07:419404..420522(+)	LmxM.07	7
LmxM.07.0890	LmxM.07.0890.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.07:435,776..437,656(+)	hypothetical protein, unknown function	LmxM.07:435776..437656(+)	LmxM.07	7
LmxM.07.0910	LmxM.07.0910.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.07:445,700..451,204(+)	hypothetical protein, conserved	LmxM.07:445700..451204(+)	LmxM.07	7
LmxM.07.0920	LmxM.07.0920.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.07:454,925..461,776(+)	Protein of unknown function (DUF3608), putative	LmxM.07:454925..461776(+)	LmxM.07	7
LmxM.07.0930	LmxM.07.0930.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.07:462,382..463,374(+)	hypothetical protein, conserved	LmxM.07:462382..463374(+)	LmxM.07	7
LmxM.07.0940	LmxM.07.0940.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.07:465,551..472,855(+)	Domain of unknown function (DUF3437), putative	LmxM.07:465551..472855(+)	LmxM.07	7
LmxM.07.0950	LmxM.07.0950.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.07:476,902..482,784(+)	hypothetical protein, conserved	LmxM.07:476902..482784(+)	LmxM.07	7
LmxM.07.0960	LmxM.07.0960.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.07:484,422..487,889(+)	hypothetical protein, conserved	LmxM.07:484422..487889(+)	LmxM.07	7
LmxM.07.0970	LmxM.07.0970.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.07:489,444..492,083(+)	hypothetical protein, conserved	LmxM.07:489444..492083(+)	LmxM.07	7
LmxM.07.0980	LmxM.07.0980.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.07:492,997..493,353(+)	RNA binding protein, putative	LmxM.07:492997..493353(+)	LmxM.07	7
LmxM.07.1000	LmxM.07.1000.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.07:498,256..499,356(+)	RNA binding protein-like protein	LmxM.07:498256..499356(+)	LmxM.07	7
LmxM.07.1030	LmxM.07.1030.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.07:507,456..507,803(+)	peptidyl-prolyl cis-trans isomerase/rotamase, putative	LmxM.07:507456..507803(+)	LmxM.07	7
LmxM.07.1035	LmxM.07.1035.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.07:509,382..509,948(+)	hypothetical protein	LmxM.07:509382..509948(+)	LmxM.07	7
LmxM.07.1040	LmxM.07.1040.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.07:511,138..512,112(+)	hypothetical protein, conserved	LmxM.07:511138..512112(+)	LmxM.07	7
LmxM.07.1050	LmxM.07.1050.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.07:513,171..516,905(+)	cation-transporting ATPase, putative	LmxM.07:513171..516905(+)	LmxM.07	7
LmxM.07.1080	LmxM.07.1080.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.07:525,005..527,521(+)	hypothetical protein, conserved	LmxM.07:525005..527521(+)	LmxM.07	7
LmxM.07.1090	LmxM.07.1090.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.07:529,037..530,290(+)	fatty acid desaturase, putative	LmxM.07:529037..530290(+)	LmxM.07	7
LmxM.07.1100	LmxM.07.1100.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.07:531,794..532,711(+)	hypothetical protein, conserved	LmxM.07:531794..532711(+)	LmxM.07	7
LmxM.07.1110	LmxM.07.1110.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.07:535,874..536,962(+)	hypothetical protein, conserved	LmxM.07:535874..536962(+)	LmxM.07	7
LmxM.07.1120	LmxM.07.1120.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.07:538,622..539,659(+)	proteasome regulatory non-ATP-ase subunit, putative	LmxM.07:538622..539659(+)	LmxM.07	7
LmxM.07.1130	LmxM.07.1130.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.07:541,702..543,432(+)	hypothetical protein, conserved	LmxM.07:541702..543432(+)	LmxM.07	7
LmxM.07.1140	LmxM.07.1140.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.07:544,274..544,804(+)	peptide methionine sulfoxide reductase-like	LmxM.07:544274..544804(+)	LmxM.07	7
LmxM.07.1150	LmxM.07.1150.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.07:547,770..555,377(+)	N-terminal region of Chorein, a TM vesicle-mediated sorter, putative	LmxM.07:547770..555377(+)	LmxM.07	7
LmxM.07.1160	LmxM.07.1160.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.07:556,147..557,622(+)	amino acid transporter 19, putative	LmxM.07:556147..557622(+)	LmxM.07	7
LmxM.07.1170	LmxM.07.1170.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.07:563,378..565,603(+)	phosphoglycan beta 1,3 galactosyltransferase 1	LmxM.07:563378..565603(+)	LmxM.07	7
LmxM.08.0020	LmxM.08.0020.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,164,673..1,165,494(+)	hypothetical protein, conserved	LmxM.08:1164673..1165494(+)	LmxM.08	8
LmxM.08.0040	LmxM.08.0040.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,169,138..1,169,827(+)	hypothetical protein, conserved	LmxM.08:1169138..1169827(+)	LmxM.08	8
LmxM.08.0050	LmxM.08.0050.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,170,952..1,171,179(+)	hypothetical protein	LmxM.08:1170952..1171179(+)	LmxM.08	8
LmxM.08.0060	LmxM.08.0060.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,172,788..1,173,345(+)	phosphoglycerate mutase protein, putative	LmxM.08:1172788..1173345(+)	LmxM.08	8
LmxM.08.0070	LmxM.08.0070.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,173,960..1,175,849(+)	Putative zinc finger motif, C2HC5-type/ASCH domain containing protein, putative	LmxM.08:1173960..1175849(+)	LmxM.08	8
LmxM.08.0080	LmxM.08.0080.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,177,310..1,179,367(+)	ATP-dependent DEAD/H RNA helicase, putative	LmxM.08:1177310..1179367(+)	LmxM.08	8
LmxM.08.0090	LmxM.08.0090.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,180,739..1,184,140(+)	adaptor complex protein (AP) 3 delta subunit 1, putative	LmxM.08:1180739..1184140(+)	LmxM.08	8
LmxM.08.0110	LmxM.08.0110.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,188,872..1,190,803(+)	hypothetical protein, unknown function	LmxM.08:1188872..1190803(+)	LmxM.08	8
LmxM.08.0120	LmxM.08.0120.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,192,678..1,193,490(+)	hypothetical protein, conserved	LmxM.08:1192678..1193490(+)	LmxM.08	8
LmxM.08.0130	LmxM.08.0130.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,194,934..1,198,392(+)	hypothetical protein, conserved	LmxM.08:1194934..1198392(+)	LmxM.08	8
LmxM.08.0135	LmxM.08.0135.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,200,824..1,202,581(+)	hypothetical protein, conserved (pseudogene)	LmxM.08:1200824..1202581(+)	LmxM.08	8
LmxM.08.0140	LmxM.08.0140.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,203,525..1,207,307(+)	DNA repair protein, putative	LmxM.08:1203525..1207307(+)	LmxM.08	8
LmxM.08.0150	LmxM.08.0150.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,208,745..1,210,055(+)	GPI-GlcNAc transferase complex, PIG-H component, putative	LmxM.08:1208745..1210055(+)	LmxM.08	8
LmxM.08.0160	LmxM.08.0160.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,211,311..1,212,009(+)	hypothetical protein, conserved	LmxM.08:1211311..1212009(+)	LmxM.08	8
LmxM.08.0170	LmxM.08.0170.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,218,134..1,220,017(+)	hypothetical protein, unknown function	LmxM.08:1218134..1220017(+)	LmxM.08	8
LmxM.08.0180	LmxM.08.0180.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,226,149..1,227,033(+)	Bacterial transferase hexapeptide (six repeats), putative	LmxM.08:1226149..1227033(+)	LmxM.08	8
LmxM.08.0190	LmxM.08.0190.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,228,121..1,231,000(+)	hypothetical protein, unknown function	LmxM.08:1228121..1231000(+)	LmxM.08	8
LmxM.08.0200	LmxM.08.0200.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,232,526..1,234,463(+)	Inositol phosphosphingolipids phospholipase C	LmxM.08:1232526..1234463(+)	LmxM.08	8
LmxM.08.0210	LmxM.08.0210.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,236,238..1,237,791(+)	hypothetical protein, unknown function	LmxM.08:1236238..1237791(+)	LmxM.08	8
LmxM.08.0220	LmxM.08.0220.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,238,386..1,241,547(+)	ubiquitin-activating enzyme-like protein	LmxM.08:1238386..1241547(+)	LmxM.08	8
LmxM.08.0230	LmxM.08.0230.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,243,094..1,244,662(+)	ABC1 family, putative	LmxM.08:1243094..1244662(+)	LmxM.08	8
LmxM.08.0250	LmxM.08.0250.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,247,434..1,247,775(+)	hypothetical protein, conserved	LmxM.08:1247434..1247775(+)	LmxM.08	8
LmxM.08.0260	LmxM.08.0260.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,249,421..1,250,737(+)	hypothetical protein, conserved	LmxM.08:1249421..1250737(+)	LmxM.08	8
LmxM.08.0270	LmxM.08.0270.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,252,145..1,254,646(+)	hypothetical protein	LmxM.08:1252145..1254646(+)	LmxM.08	8
LmxM.08.0280	LmxM.08.0280.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,257,363..1,258,505(+)	ribosomal protein L2, putative	LmxM.08:1257363..1258505(+)	LmxM.08	8
LmxM.08.0290	LmxM.08.0290.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,259,257..1,259,949(+)	iron superoxide dismutase A, mitochondrial	LmxM.08:1259257..1259949(+)	LmxM.08	8
LmxM.08.0330	LmxM.08.0330.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,267,090..1,267,377(+)	Tim10/DDP family zinc finger, putative	LmxM.08:1267090..1267377(+)	LmxM.08	8
LmxM.08.0340	LmxM.08.0340.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,268,703..1,283,033(+)	hypothetical protein, conserved	LmxM.08:1268703..1283033(+)	LmxM.08	8
LmxM.08.0360	LmxM.08.0360.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,288,852..1,290,972(+)	hypothetical protein, conserved	LmxM.08:1288852..1290972(+)	LmxM.08	8
LmxM.08.0370	LmxM.08.0370.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,292,406..1,293,065(+)	hypothetical protein, conserved	LmxM.08:1292406..1293065(+)	LmxM.08	8
LmxM.08.0380	LmxM.08.0380.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,294,145..1,299,871(+)	hypothetical protein, conserved	LmxM.08:1294145..1299871(+)	LmxM.08	8
LmxM.08.0390	LmxM.08.0390.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,301,644..1,306,992(+)	hypothetical protein, conserved	LmxM.08:1301644..1306992(+)	LmxM.08	8
LmxM.08.0400	LmxM.08.0400.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,307,933..1,311,547(+)	hypothetical protein, conserved	LmxM.08:1307933..1311547(+)	LmxM.08	8
LmxM.08.0410	LmxM.08.0410.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,312,212..1,316,417(+)	WD domain, G-beta repeat, putative	LmxM.08:1312212..1316417(+)	LmxM.08	8
LmxM.08.0420	LmxM.08.0420.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,318,941..1,324,823(+)	hypothetical protein,conserved	LmxM.08:1318941..1324823(+)	LmxM.08	8
LmxM.08.0430	LmxM.08.0430.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,326,182..1,328,926(+)	hypothetical protein, conserved	LmxM.08:1326182..1328926(+)	LmxM.08	8
LmxM.08.0440	LmxM.08.0440.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,330,201..1,337,427(+)	hypothetical protein, conserved	LmxM.08:1330201..1337427(+)	LmxM.08	8
LmxM.08.0450	LmxM.08.0450.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,338,321..1,338,863(+)	signal peptidase type I, putative	LmxM.08:1338321..1338863(+)	LmxM.08	8
LmxM.08.0460	LmxM.08.0460.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,339,869..1,340,762(+)	hypothetical protein, unknown function	LmxM.08:1339869..1340762(+)	LmxM.08	8
LmxM.08.0480	LmxM.08.0480.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,346,638..1,347,468(+)	hypothetical protein, conserved	LmxM.08:1346638..1347468(+)	LmxM.08	8
LmxM.08.0490	LmxM.08.0490.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,348,687..1,349,883(+)	hypothetical protein, conserved	LmxM.08:1348687..1349883(+)	LmxM.08	8
LmxM.08.0500	LmxM.08.0500.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,350,706..1,351,692(+)	hypothetical protein, unknown function	LmxM.08:1350706..1351692(+)	LmxM.08	8
LmxM.08.0510	LmxM.08.0510.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,352,401..1,354,917(+)	ribose-phosphate pyrophosphokinase, putative	LmxM.08:1352401..1354917(+)	LmxM.08	8
LmxM.08.0520	LmxM.08.0520.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,357,125..1,364,048(+)	hypothetical protein, conserved	LmxM.08:1357125..1364048(+)	LmxM.08	8
LmxM.08.0540	LmxM.08.0540.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,371,036..1,372,094(+)	hypothetical protein, conserved	LmxM.08:1371036..1372094(+)	LmxM.08	8
LmxM.08.0545	LmxM.08.0545.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,373,866..1,375,332(+)	cyclopropane-fatty-acyl-phospholipid synthase	LmxM.08:1373866..1375332(+)	LmxM.08	8
LmxM.08.0550	LmxM.08.0550.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,377,212..1,378,246(+)	translation initiation factor-like protein	LmxM.08:1377212..1378246(+)	LmxM.08	8
LmxM.08.0560	LmxM.08.0560.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,380,147..1,380,860(+)	hypothetical protein, conserved	LmxM.08:1380147..1380860(+)	LmxM.08	8
LmxM.08.0570	LmxM.08.0570.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,382,061..1,382,600(+)	hypothetical protein, conserved	LmxM.08:1382061..1382600(+)	LmxM.08	8
LmxM.08.0580	LmxM.08.0580.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,385,380..1,385,877(+)	hypothetical protein, unknown function	LmxM.08:1385380..1385877(+)	LmxM.08	8
LmxM.08.0600	LmxM.08.0600.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,394,643..1,395,074(+)	hypothetical protein, unknown function	LmxM.08:1394643..1395074(+)	LmxM.08	8
LmxM.08.0620	LmxM.08.0620.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,400,346..1,408,859(+)	hypothetical protein, conserved	LmxM.08:1400346..1408859(+)	LmxM.08	8
LmxM.08.0630	LmxM.08.0630.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,412,159..1,418,695(+)	hypothetical protein, unknown function	LmxM.08:1412159..1418695(+)	LmxM.08	8
LmxM.08.0640	LmxM.08.0640.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,420,750..1,421,664(+)	Amastin surface glycoprotein, putative	LmxM.08:1420750..1421664(+)	LmxM.08	8
LmxM.08.0660	LmxM.08.0660.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,430,423..1,434,442(+)	protein kinase, putative	LmxM.08:1430423..1434442(+)	LmxM.08	8
LmxM.08.0720	LmxM.08.0720.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,451,365..1,451,919(+)	amastin-like protein, putative	LmxM.08:1451365..1451919(+)	LmxM.08	8
LmxM.08.0730	LmxM.08.0730.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,459,165..1,459,791(+)	amastin-like protein, putative	LmxM.08:1459165..1459791(+)	LmxM.08	8
LmxM.08.0740	LmxM.08.0740.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,466,064..1,466,651(+)	amastin-like protein, putative	LmxM.08:1466064..1466651(+)	LmxM.08	8
LmxM.08.0750	LmxM.08.0750.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,471,941..1,472,528(+)	amastin-like protein, putative	LmxM.08:1471941..1472528(+)	LmxM.08	8
LmxM.08.0760	LmxM.08.0760.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,480,311..1,481,084(+)	amastin-like protein, putative	LmxM.08:1480311..1481084(+)	LmxM.08	8
LmxM.08.0770	LmxM.08.0770.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,486,144..1,486,770(+)	amastin-like protein, putative	LmxM.08:1486144..1486770(+)	LmxM.08	8
LmxM.08.0780	LmxM.08.0780.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,439,656..1,441,185(+)	tuzin, putative	LmxM.08:1439656..1441185(+)	LmxM.08	8
LmxM.08.0790	LmxM.08.0790.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,442,512..1,444,419(+)	tuzin, putative	LmxM.08:1442512..1444419(+)	LmxM.08	8
LmxM.08.0790a	LmxM.08.0790a.1	Leishmania mexicana MHOM/GT/2001/U1103	1036_mexFOS1_13k16.p1kpIBF_55:1,271..1,843(+)	hypothetical protein	1036_mexFOS1_13k16.p1kpIBF_55:1271..1843(+)	1036_mexFOS1_13k16.p1kpIBF_55	Not Assigned
LmxM.08.0800	LmxM.08.0800.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,447,877..1,448,404(+)	amastin-like protein, putative	LmxM.08:1447877..1448404(+)	LmxM.08	8
LmxM.08.0801	LmxM.08.0801.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,497,721..1,498,788(+)	hypothetical protein	LmxM.08:1497721..1498788(+)	LmxM.08	8
LmxM.08.0810	LmxM.08.0810.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,500,711..1,501,205(+)	hypothetical protein	LmxM.08:1500711..1501205(+)	LmxM.08	8
LmxM.08.0840	LmxM.08.0840.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,507,447..1,508,028(+)	amastin-like protein, putative	LmxM.08:1507447..1508028(+)	LmxM.08	8
LmxM.08.0850	LmxM.08.0850.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,512,152..1,512,730(+)	amastin-like protein, putative	LmxM.08:1512152..1512730(+)	LmxM.08	8
LmxM.08.0860	LmxM.08.0860.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,516,206..1,517,078(+)	hypothetical protein, unknown function	LmxM.08:1516206..1517078(+)	LmxM.08	8
LmxM.08.0870	LmxM.08.0870.1	Leishmania mexicana MHOM/GT/2001/U1103	LmxM.08:1,520,421..1,521,680(-)	hypothetical protein, unknown function	LmxM.08:1520421..1521680(-)	LmxM.08	8
